,title,new_price,list_price,rating,rating_count,img_url
10,"Apple 2022 iPad Air (10.9-inch, Wi-Fi, 64GB) - Blue (5th Generation)",N/A,N/A,"7,448 ratings",4.8 out of 5 stars,https://m.media-amazon.com/images/I/71VbHaAqbML._AC_SL1500_.jpg
11,"SAMSUNG Galaxy Tab A7 Lite 8.7"" 32GB WiFi Android Tablet w/ Long Lasting Battery, Compact, Slim Design, Sturdy Metal Frame, US VersonGray",$109.99,$159.99,"12,177 ratings",4.5 out of 5 stars,https://m.media-amazon.com/images/I/819hAP4xoGS._AC_SL1500_.jpg
12,"Amazon Fire HD 10 Kids tablet, 10.1"", 1080p Full HD, ages 3–7, 32 GB, Sky Blue",N/A,N/A,"19,804 ratings",4.7 out of 5 stars,https://m.media-amazon.com/images/I/613z+FPa11L._AC_SL1000_.jpg
13,"Amazon Fire HD 10 Kids Pro tablet, 10.1"", 1080p Full HD, ages 6–12, 32 GB, (2021 release), named""Best Tablet for Big Kids"" by Good Housekeeping, Doodle",N/A,N/A,"12,791 ratings",4.7 out of 5 stars,https://m.media-amazon.com/images/I/71h3WD4NL0S._AC_SL1000_.jpg
14,"Amazon Fire 7 tablet, 7” display, 16 GB, 10 hours battery life, light and portable for entertainment at home or on-the-go, (2022 release), Black",N/A,N/A,"6,154 ratings",4.5 out of 5 stars,https://m.media-amazon.com/images/I/61x91ube85L._AC_SL1000_.jpg
15,"SAMSUNG Galaxy Tab A8 10.5” 32GB Android Tablet w/ LCD Screen, Long Lasting Battery, Kids Content, Smart Switch, Expandable Memory, US Version, Silver, Amazon Exclusive",$139.00,$229.99,"11,499 ratings",4.6 out of 5 stars,https://m.media-amazon.com/images/I/61fV4UeHeLL._AC_SL1200_.jpg
16,"All-new Amazon Fire HD 8 Plus tablet, 8” HD Display, 32 GB, 30% faster processor, 3GB RAM, wireless charging, (2022 release), Gray",N/A,N/A,715 ratings,4.5 out of 5 stars,https://m.media-amazon.com/images/I/61qOGhKOB1L._AC_SL1000_.jpg
17,"Apple 2021 10.2-inch iPad (Wi-Fi, 64GB) - Space Gray (Renewed)",$299.99,$299.99,508 ratings,4.7 out of 5 stars,https://m.media-amazon.com/images/I/51LbxfsvfYL._AC_SL1500_.jpg
18,"Apple 2021 10.2-inch iPad (Wi-Fi, 64GB) - Space Gray",N/A,N/A,"37,292 ratings",4.8 out of 5 stars,https://m.media-amazon.com/images/I/61NGnpjoRDL._AC_SL1500_.jpg
19,"Fire HD 8 Plus tablet, HD display, 64 GB, (2020 release), our best 8"" tablet for portable entertainment, Slate",N/A,N/A,"40,406 ratings",4.5 out of 5 stars,https://m.media-amazon.com/images/I/7115EhX2BxL._AC_SL1500_.jpg
20,"Certified Refurbished Fire HD 10 tablet, 10.1"", 1080p Full HD, 32 GB, latest model (2021 release), Black",N/A,N/A,"3,337 ratings",4.5 out of 5 stars,https://m.media-amazon.com/images/I/61y-9Uk3D1L._AC_SL1000_.jpg
21,"Lenovo - 2022 - IdeaPad Flex 5i - 2-in-1 Chromebook Laptop Computer - Intel Core i3-1115G4 - 13.3"" FHD Touch Display - 8GB Memory - 128GB Storage - Chrome OS",$299.99,$429.99,584 ratings,4.5 out of 5 stars,https://m.media-amazon.com/images/I/81uDDuBAwpL._AC_SL1500_.jpg
22,"SAMSUNG Galaxy Tab A8 Android Tablet, 10.5” LCD Screen, 64GB Storage, Long-Lasting Battery, Kids Content, Smart Switch, Expandable Memory, Dark Gray",$189.99,$279.99,"11,499 ratings",4.6 out of 5 stars,https://m.media-amazon.com/images/I/61krikJxTmL._AC_SL1200_.jpg
23,Apple iPad (2018 Model) with Wi-Fi only 32GB Apple 9.7in iPad - Space Gray (Renewed),$176.68,$169.00,"4,783 ratings",4.5 out of 5 stars,https://m.media-amazon.com/images/I/61aeen0K1NL._AC_SL1000_.jpg
24,"Apple 2022 11-inch iPad Pro (Wi-Fi, 128GB) - Space Gray (4th Generation)",$708.39,$708.39,425 ratings,4.7 out of 5 stars,https://m.media-amazon.com/images/I/81gC7frRJyL._AC_SL1500_.jpg
25,"Acer Chromebook 311 Laptop | AMD A-Series Dual-Core A4-9120C | 11.6"" HD Display | AMD Radeon R4 Graphics | 4GB DDR4 | 64GB eMMC | 802.11ac WiFi 5 | Bluetooth 4.2 | Chrome OS | CB311-10H-42LY",$130.00,$169.99,524 ratings,4.3 out of 5 stars,https://m.media-amazon.com/images/I/81EgKlXl7JL._AC_SL1500_.jpg
26,"SAMSUNG Galaxy Tab A8 Android Tablet, 10.5” LCD Screen, 32GB Storage, Long-Lasting Battery, Kids Content, Smart Switch, Expandable Memory, Pink Gold",$139.00,$229.99,"11,499 ratings",4.6 out of 5 stars,https://m.media-amazon.com/images/I/712eYgGt3qL._AC_SL1500_.jpg
27,"Lenovo 11.6"" 300e Chromebook Touchscreen LCD 2 in 1- MediaTek M8173C Quad-core 2.1GHz 4GB LPDDR3 32GB Flash Memory Chrome OS Model 81H00000US (Renewed)",$88.99,$89.00,698 ratings,4.0 out of 5 stars,https://m.media-amazon.com/images/I/51SzzGA6e6L._AC_SL1060_.jpg
28,"Acer Aspire 5 A515-56-32DK Slim Laptop - 15.6"" Full HD IPS Display - 11th Gen Intel i3-1115G4 Dual Core Processor - 4GB DDR4 - 128GB NVMe SSD - WiFi 6 - Amazon Alexa - Windows 11 Home in S mode.",$269.99,$379.99,"4,044 ratings",4.3 out of 5 stars,https://m.media-amazon.com/images/I/71pvhTrmZDL._AC_SL1500_.jpg
29,"Fire 7 tablet, 7"" display, 16 GB, (2019 release), Black",N/A,N/A,"250,303 ratings",4.4 out of 5 stars,https://m.media-amazon.com/images/I/71TI2NQuuNL._AC_SL1500_.jpg
30,"HP EliteDesk 800 G1 SFF High Performance Business Desktop Computer, Intel Quad Core i5-4590 upto 3.7GHz, 16GB RAM, 1TB HDD, 256GB SSD (boot), DVD, WiFi, Windows 10 Professional (Renewed)",$154.99,$154.99,"2,014 ratings",4.2 out of 5 stars,https://m.media-amazon.com/images/I/61PLUeR9MoS._AC_SL1500_.jpg
31,"Apple 2022 12.9-inch iPad Pro (Wi-Fi, 256GB) - Silver (6th Generation)",N/A,N/A,323 ratings,4.6 out of 5 stars,https://m.media-amazon.com/images/I/81rxOSprYqL._AC_SL1500_.jpg
32,"Acer Aspire 5 A515-46-R3UB | 15.6"" Full HD IPS Display | AMD Ryzen 3 3350U Quad-Core Mobile Processor | 4GB DDR4 | 128GB NVMe SSD | WiFi 6 | Backlit KB | FPR | Amazon Alexa | Windows 11 Home in S mode",$299.99,$389.99,"39,403 ratings",4.5 out of 5 stars,https://m.media-amazon.com/images/I/7189iXimfWL._AC_SL1500_.jpg
33,"Apple 2022 MacBook Air Laptop with M2 chip: 13.6-inch Liquid Retina Display, 8GB RAM, 512GB SSD Storage, Backlit Keyboard, 1080p FaceTime HD Camera. Works with iPhone and iPad; Midnight","$1,349.00","$1,349.00","1,282 ratings",4.8 out of 5 stars,https://m.media-amazon.com/images/I/719C6bJv8jL._AC_SL1500_.jpg
34,"Apple 2020 MacBook Air Laptop M1 Chip, 13"" Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Silver",N/A,N/A,"18,233 ratings",4.8 out of 5 stars,https://m.media-amazon.com/images/I/71TPda7cwUL._AC_SL1500_.jpg
35,"Apple 2023 Mac Mini Desktop Computer M2 chip with 8‑core CPU and 10‑core GPU, 8GB Unified Memory, 256GB SSD Storage, Gigabit Ethernet. Works with iPhone/iPad",$598.93,$598.93,10 ratings,3.7 out of 5 stars,https://m.media-amazon.com/images/I/61La8PAa42L._AC_SL1500_.jpg
36,"SAMSUNG Galaxy Tab A8 10.5” 64GB Android Tablet w/ LCD Screen, Long Lasting Battery, Kids Content, Smart Switch, Expandable Memory, US Version, Silver, Amazon Exclusive",$189.00,$279.99,"11,499 ratings",4.6 out of 5 stars,https://m.media-amazon.com/images/I/61fV4UeHeLL._AC_SL1200_.jpg
37,"Lenovo Tab M8 Tablet, HD Android Tablet, Quad-Core Processor, 2GHz, 32GB Storage, Full Metal Cover, Long Battery Life, Android 10 Pie, Slate Black",$89.00,$99.99,"5,240 ratings",4.4 out of 5 stars,https://m.media-amazon.com/images/I/61o0EbhjKDL._AC_SL1500_.jpg
38,"Apple 2023 MacBook Pro Laptop M2 Pro chip with 10‑core CPU and 16‑core GPU: 14.2-inch Liquid Retina XDR Display, 16GB Unified Memory, 512GB SSD Storage. Works with iPhone/iPad; Space Gray","$1,949.00","$1,949.00",2 ratings,5.0 out of 5 stars,https://m.media-amazon.com/images/I/61lYIKPieDL._AC_SL1500_.jpg
39,"Apple 2022 MacBook Pro Laptop with M2 chip: 13-inch Retina Display, 16GB RAM, 512GB ​​​​​​​SSD ​​​​​​​Storage, Touch Bar, Backlit Keyboard, FaceTime HD Camera. Works with iPhone and iPad; Space Gray",N/A,N/A,709 ratings,4.7 out of 5 stars,https://m.media-amazon.com/images/I/61L5QgPvgqL._AC_SL1500_.jpg
40,"ASUS Laptop L210 11.6” ultra thin, Intel Celeron N4020 Processor, 4GB RAM, 64GB eMMC storage, Windows 10 Home in S mode with One Year of Office 365 Personal, L210MA-DB01",N/A,N/A,"7,931 ratings",4.3 out of 5 stars,https://m.media-amazon.com/images/I/810BY5U9baL._AC_SL1500_.jpg
41,"Fire HD 8 Kids tablet, 8"" HD display, ages 3-7, 32 GB, includes a 1-year subscription to Amazon Kids+ content, Blue Kid-Proof Case, (2020 release)",N/A,N/A,"129,710 ratings",4.7 out of 5 stars,https://m.media-amazon.com/images/I/61YTfMukEeL._AC_SL1000_.jpg
42,Acer Aspire TC-1760-UA92 Desktop | 12th Gen Intel Core i5-12400 6-Core Processor | 12GB 3200MHz DDR4 | 512GB NVMe M.2 SSD | 8X DVD | Intel Wireless Wi-Fi 6 AX201 | Bluetooth 5.2 | Windows 11 Home,$529.99,$619.99,461 ratings,4.4 out of 5 stars,https://m.media-amazon.com/images/I/71gx1HNTj1L._AC_SL1500_.jpg
43,"Lenovo IdeaPad Gaming 3 - 2022 - Everyday Gaming Laptop - NVIDIA GeForce RTX 3050 Graphics - 15.6"" FHD Display - 120 Hz - AMD Ryzen 5 6600H - 8GB DDR5 - 258GB SSD - Win 11 - Free 3-month Xbox GamePass",$649.99,$899.99,"1,310 ratings",4.4 out of 5 stars,https://m.media-amazon.com/images/I/81zcUyiNcUL._AC_SL1500_.jpg
44,"Fire 7 Kids tablet, 7"" Display, ages 3-7, 16 GB, (2019 release), Blue Kid-Proof Case",N/A,N/A,"239,429 ratings",4.5 out of 5 stars,https://m.media-amazon.com/images/I/61HqG+mJN1L._AC_SL1000_.jpg
45,"ASUS TUF F15 Gaming Laptop, 15.6""  144Hz FHD IPS-Type Display, Intel Core i5-10300H Processor, GeForce GTX 1650, 8GB DDR4 RAM, 512GB PCIe SSD, Wi-Fi 6, Windows 11 Home, FX506LH-AS51",$614.99,$649.99,966 ratings,4.6 out of 5 stars,https://m.media-amazon.com/images/I/81OiT2-NoeL._AC_SL1500_.jpg
46,"HP Elite Desktop PC Computer Intel Core i5 3.1-GHz, 8 gb Ram, 1 TB Hard Drive, DVDRW, 19 Inch LCD Monitor, Keyboard, Mouse, Wireless WiFi, Windows 10 (Renewed)",$148.92,$200.98,"6,459 ratings",3.9 out of 5 stars,https://m.media-amazon.com/images/I/718sn7oOcfL._AC_SL1500_.jpg
47,"Dell Optiplex 9020 Small Form Factor Desktop with Intel Core i7-4770 Upto 3.9GHz, HD Graphics 4600 4K Support, 32GB RAM, 1TB SSD, DisplayPort, HDMI, Wi-Fi, Bluetooth - Windows 10 Pro (Renewed)",$284.00,$284.00,"1,541 ratings",4.3 out of 5 stars,https://m.media-amazon.com/images/I/61pskHRSN2L._AC_SL1500_.jpg
48,"2022 Acer 15inch HD IPS Chromebook, Intel Dual-Core Celeron Processor Up to 2.55GHz, 4GB RAM, 64GB Storage, Super-Fast WiFi Up to 1300 Mbps, Chrome OS-(Renewed) (Dale Silver)",$169.99,$169.99,739 ratings,4.4 out of 5 stars,https://m.media-amazon.com/images/I/71GIGRxc9xL._AC_SL1496_.jpg
49,"Apple iPad (10.2-inch, Wi-Fi, 32GB) - Space Gray (Latest Model, 8thGEneration) (Renewed)",$289.00,$309.99,"2,050 ratings",4.6 out of 5 stars,https://m.media-amazon.com/images/I/71KlwCsb7nL._AC_SL1500_.jpg
50,"SAMSUNG Galaxy Tab A8 Android Tablet, 10.5” LCD Screen, 64GB Storage, Long-Lasting Battery,Kids Content, Smart Switch, Expandable Memory, Pink Gold",$189.00,$279.99,"11,499 ratings",4.6 out of 5 stars,https://m.media-amazon.com/images/I/61XWLDwKcGL._AC_SL1200_.jpg
51,"Microsoft Surface Laptop Go 12.4"" Touchscreen Laptop PC, Intel Quad-Core i5-1035G1, 4GB RAM, 64GB eMMC, Webcam, Win 10 Pro, Bluetooth, Online Class Ready - Platinum",N/A,N/A,45 ratings,4.2 out of 5 stars,https://m.media-amazon.com/images/I/61GELFs1J8L._AC_SL1500_.jpg
52,"Apple 2020 iPad (10.2-inch, Wi-Fi, 32GB) - Space Gray (8th Generation)",$309.99,$329.00,"63,672 ratings",4.9 out of 5 stars,https://m.media-amazon.com/images/I/71gOkVA6-eL._AC_SL1500_.jpg
53,"Apple 9.7-inch iPad (Early 2018, 32GB, Wi-Fi Only, Space Gray) MR7F2LL/A (Renewed)",$180.00,$165.55,"2,811 ratings",4.6 out of 5 stars,https://m.media-amazon.com/images/I/81KgOJ-slgL._AC_SL1500_.jpg
54,"SAMSUNG Galaxy Tab A8 Android Tablet, 10.5” LCD Screen, 128GB Storage, Long-Lasting Battery, Kids Content, Smart Switch, Expandable Memory, Dark Gray",$249.00,$329.99,"11,499 ratings",4.6 out of 5 stars,https://m.media-amazon.com/images/I/61krikJxTmL._AC_SL1200_.jpg
55,ASUS E410 Intel Celeron N4020 4GB 64GB 14-Inch HD LED Win 10 Laptop (Star Black),$159.98,$349.00,359 ratings,4.2 out of 5 stars,https://m.media-amazon.com/images/I/61z-hoNn0oL._AC_SL1500_.jpg
56,"Lenovo IdeaPad 3 11 Chromebook Laptop,11.6"" HD Display,Intel Celeron N4020, 4GB RAM, 64GB Storage, UHD Graphics 600, Chrome OS, Onyx Black",N/A,N/A,"4,509 ratings",4.4 out of 5 stars,https://m.media-amazon.com/images/I/71XIwK5G75L._AC_SL1500_.jpg
57,"Dell OptiPlex 9020-SFF, Intel Core i5-4570 3.2GHZ, 16GB RAM, 512GB SSD Solid State, DVDRW, Windows 10 Pro 64bit (Renewed)",$130.52,$139.99,"3,056 ratings",4.4 out of 5 stars,https://m.media-amazon.com/images/I/61pskHRSN2L._AC_SL1500_.jpg
58,"Apple 2023 MacBook Pro Laptop M2 Pro chip with 12‑core CPU and 19‑core GPU: 16.2-inch Liquid Retina XDR Display, 16GB Unified Memory, 1TB SSD Storage. Works with iPhone/iPad; Space Gray","$2,649.00","$2,649.00",3 ratings,5.0 out of 5 stars,https://m.media-amazon.com/images/I/61fd2oCrvyL._AC_SL1500_.jpg
59,Apple iPad 9.7inch with WiFi 32GB- Space Gray (2017 Model) (Renewed),$170.00,$149.75,"9,319 ratings",4.6 out of 5 stars,https://m.media-amazon.com/images/I/51dBcW+NXPL._AC_SL1000_.jpg
60,"Dell Chromebook 11, Intel Celeron-N2840 Proc, 4GB RAM DDR3L Memory, 16GB eMMC SSD Storage, Chrome OS, Black",$44.99,$44.99,420 ratings,4.0 out of 5 stars,https://m.media-amazon.com/images/I/81frJ6AAk-L._AC_SL1500_.jpg
61,"Apple iPad Pro 12.9-inch, Wi-Fi, 3rd Generation 64GB - Space Gray(Renewed)",$569.99,$549.95,"3,279 ratings",4.4 out of 5 stars,https://m.media-amazon.com/images/I/61kXsWp8PTS._AC_SL1500_.jpg
62,"2017 Apple MacBook Air with 1.8GHz Intel Core i5 (13-inch, 8GB RAM, 128GB SSD Storage) (Renewed)",$329.74,$349.00,"2,316 ratings",4.4 out of 5 stars,https://m.media-amazon.com/images/I/91wYB53Y4aL._AC_SL1500_.jpg
63,"Acer Aspire 5 A515-45-R74Z Slim Laptop | 15.6"" Full HD IPS | AMD Ryzen 5 5500U Hexa-Core Mobile Processor | AMD Radeon Graphics | 8GB DDR4 | 256GB NVMe SSD | WiFi 6 | Backlit KB | Windows 11 Home",$449.99,$529.99,"39,403 ratings",4.5 out of 5 stars,https://m.media-amazon.com/images/I/71SCvh0L3OL._AC_SL1500_.jpg
64,"Apple iPad Air 2, 64 GB, Space Gray (Renewed)",$189.00,$177.00,"4,339 ratings",4.4 out of 5 stars,https://m.media-amazon.com/images/I/81twYxZsx0L._AC_SL1500_.jpg
65,"HP Laptop X360 14a Chromebook 14"" HD Touchscreen, Entertaining from Any Angle Intel Celeron, 4GB DDR4 64GB eMMC WiFi Webcam Stereo Speakers Bluetooth 4.2 Chrome Blue Metallic Color",$232.00,$599.99,859 ratings,4.5 out of 5 stars,https://m.media-amazon.com/images/I/81aTNRe9WcL._AC_SL1500_.jpg
66,"2021 Apple 12.9-inch iPad Pro (Wi-Fi, 256GB) - Space Gray (Renewed)",$848.97,$877.00,576 ratings,4.4 out of 5 stars,https://m.media-amazon.com/images/I/81ijo86sDcS._AC_SL1500_.jpg
67,"2021 Dell 11.6-inch Convertible 2-in-1 Touchscreen Chromebook, Intel Celeron Processor Up to 2.48GHz, 4GB Ram 16GB SSD, HDMI, Chrome OS (Touchscreen) (Renewed)",$79.00,$135.51,540 ratings,4.0 out of 5 stars,https://m.media-amazon.com/images/I/610fv14oHLL._AC_SL1500_.jpg
68,"Laptop Lap Desk, Portable with Foam Filled Fleece Cushion, LED Desk Light, Cup Holder-for Homework, Drawing, Reading and More by Lavish Home (Blue)",$14.80,$30.50,"6,881 ratings",4.2 out of 5 stars,https://m.media-amazon.com/images/I/817yuoMdxOL._AC_SL1500_.jpg
69,"Dell Inspiron 15 3000 Series 3511 Laptop, 15.6"" FHD Touchscreen, Intel Core i5-1135G7, 32GB DDR4 RAM, 1TB PCIe SSD, SD Card Reader, Webcam, HDMI, Wi-Fi, Windows 11 Home, Black",$618.00,$618.00,80 ratings,4.2 out of 5 stars,https://m.media-amazon.com/images/I/71Y5RzTIBZL._AC_SL1500_.jpg
70,Dell Optiplex 7050 SFF Desktop PC Intel i7-7700 4-Cores 3.60GHz 32GB DDR4 1TB SSD WiFi BT HDMI Duel Monitor Support Windows 10 Pro Excellent Condition(Renewed),$304.00,$325.00,459 ratings,4.0 out of 5 stars,https://m.media-amazon.com/images/I/61FVIijQp2L._AC_SL1500_.jpg
71,"Lenovo Tab M10 Plus (3rd Gen) - 2022 - Long Battery Life - 10"" FHD - Front & Rear 8MP Camera - 4GB Memory - upto128GB Storage - Android 12 or Later",$248.00,$248.00,179 ratings,4.2 out of 5 stars,https://m.media-amazon.com/images/I/71TOJXChXtL._AC_SL1500_.jpg
72,"Lenovo - 2022 - IdeaPad 3i - Essential Laptop Computer - Intel Core i5 12th Gen - 15.6"" FHD Display - 8GB Memory - 512GB Storage - Windows 11 Pro",$529.99,$649.99,343 ratings,4.5 out of 5 stars,https://m.media-amazon.com/images/I/71LsYu32caL._AC_SL1500_.jpg
73,"Fire HD 10 Tablet (10.1"" 1080p full HD display, 32 GB) – Black (2019 Release)",N/A,N/A,"208,085 ratings",4.6 out of 5 stars,https://m.media-amazon.com/images/I/71KH45rQ4XL._AC_SL1500_.jpg
74,"HP Pavilion 15 Laptop, 12th Generation Intel Core i7-1255U Processor, 16 GB RAM, 512 GB SSD, 15.6"" Full HD Display, Windows 11 Pro, Fingerprint Reader, Wi-Fi & Bluetooth, HD Webcam (15-eg2025nr 2022)",$799.00,$799.00,336 ratings,4.4 out of 5 stars,https://m.media-amazon.com/images/I/71H6BVX8MkL._AC_SL1500_.jpg
75,"Apple iPad Air 2, 16 GB, Space Gray (Renewed)",$138.44,$148.98,"2,924 ratings",4.3 out of 5 stars,https://m.media-amazon.com/images/I/61ufQeEma5L._AC_SL1200_.jpg
76,"Lenovo - 2022 - IdeaPad Flex 5i - 2-in-1 Chromebook Laptop Computer - Intel Core i3-1115G4 - 13.3"" FHD Touch Display - 8GB Memory - 256GB Storage - Chrome OS",$388.97,$469.99,584 ratings,4.5 out of 5 stars,https://m.media-amazon.com/images/I/81hcVjZfGtS._AC_SL1500_.jpg
77,"SAMSUNG Galaxy Tab S7+ Plus 12.4” 128GB Android Tablet w/ S Pen Included, Edge-to-Edge Display, Expandable Storage, Fast Charging USB-C Port, ‎SM-T970NZKAXAR, Mystic Black",$699.98,$849.99,"14,253 ratings",4.8 out of 5 stars,https://m.media-amazon.com/images/I/71CKGX0iXPS._AC_SL1500_.jpg
78,"Android 11.0 Tablet, 10 inch Tablet, 2GB RAM 64GB ROM, 512GB Expand, Android Tablet with Dual Camera, WiFi, Bluetooth, HD Touch Screen, Google GMS Certified",N/A,N/A,243 ratings,3.9 out of 5 stars,https://m.media-amazon.com/images/I/61yeMwfbYkL._AC_SL1500_.jpg
79,Valve Steam Deck 64 GB,N/A,N/A,64 ratings,4.0 out of 5 stars,https://m.media-amazon.com/images/I/51TEmAZN6rL._AC_SL1500_.jpg
80,"Veidoo Kids Tablet, 7 inch Android Tablet PC, 1GB RAM 16GB ROM, Safety Eye Protection Screen, WiFi, Bluetooth, Dual Camera, Educational, Games, Parental Control APP, Tablet with Silicone Case(Pink)",$44.53,$44.53,"4,299 ratings",3.8 out of 5 stars,https://m.media-amazon.com/images/I/71XyZMD8MHL._AC_SL1500_.jpg
81,Apple iPad Air 16GB WiFi Tablet - Space Gray (Renewed),$89.75,$99.74,206 ratings,4.0 out of 5 stars,https://m.media-amazon.com/images/I/71vFCvW6aKL._AC_SL1500_.jpg
82,"Apple iPad (10.2-Inch, Wi-Fi, 32GB) - Space Gray (Renewed)",$257.00,$358.99,"4,598 ratings",4.6 out of 5 stars,https://m.media-amazon.com/images/I/61m8rRc8RfL._AC_SL1500_.jpg
83,"ASUS Chromebook Flip C433 2 in 1 Laptop, 14"" Touchscreen FHD NanoEdge Display, Intel Core m3-8100Y Processor, 8GB RAM, 64GB eMMC Storage, Backlit Keyboard, Silver, Chrome OS, C433TA-AS384T",$378.82,$399.99,"1,008 ratings",4.3 out of 5 stars,https://m.media-amazon.com/images/I/81cpLDD+SPL._AC_SL1500_.jpg
84,"Lenovo - Tab P11 Plus - Tablet - 11"" 2K Display - MediaTek Octa-Core Processor - 4GB Memory - 128GB Storage - Dolby Atmos - Android 11 - Bluetooth & Wi-Fi - Long Battery Life",$249.99,$249.99,589 ratings,4.5 out of 5 stars,https://m.media-amazon.com/images/I/617Q3DbKyPL._AC_SL1500_.jpg
85,"Apple iPad Mini 4, 128GB, Space Gray - WiFi (Renewed)",$218.00,$218.00,"1,983 ratings",4.4 out of 5 stars,https://m.media-amazon.com/images/I/618hKLi2ljL._AC_SL1500_.jpg
86,"Apple MGL12LL/A iPad Air 2 Gray 9.7-Inch Retina Display, 16GB, Wi-Fi (Renewed)",$149.00,$149.00,965 ratings,4.4 out of 5 stars,https://m.media-amazon.com/images/I/81LKHK9DmeL._AC_SL1500_.jpg
87,"Lenovo ThinkCentre M910Q Tiny Desktop Computer, Intel Core i7-6700T Upto 3.6GHz, 32GB RAM, 1TB NVMe SSD, 4K 3-Monitor Support DisplayPort, HDMI, AC Wi-Fi, Bluetooth - Windows 10 Pro (Renewed)",$275.00,$555.55,134 ratings,4.1 out of 5 stars,https://m.media-amazon.com/images/I/31s2SxtLghL._AC_US40_.jpg
88,"NORTH BISON Kids Tablet, 7 inch Android 11.0 Tablet for Kids, 3GB 32GB Toddler Tablet with Bluetooth, WiFi, GMS, Parental Control, Dual Camera, Shockproof Case, Educational, Games",N/A,N/A,720 ratings,3.8 out of 5 stars,https://m.media-amazon.com/images/I/71GQf9hLrtL._AC_SL1500_.jpg
89,"NORTH BISON Kids Tablet, 7 inch Android 11.0 Tablet for Kids, 3GB RAM 32GB ROM Toddler Tablet with Bluetooth, WiFi, GMS, Parental Control, Dual Camera, Shockproof Case, Educational, Games",$46.16,$46.16,720 ratings,3.8 out of 5 stars,https://m.media-amazon.com/images/I/71b5tDfFUML._AC_SL1500_.jpg
90,"Apple iPad with WiFi + Cellular, 32GB, Space Gray (2017 Model) (Renewed)",$179.75,$169.00,"2,285 ratings",4.5 out of 5 stars,https://m.media-amazon.com/images/I/717NKWlF0nL._AC_SL1280_.jpg
91,"Dell OptiPlex 7040 Small Form Factor PC, Intel Quad Core i7-6700 up to 4.0GHz, 16G DDR4, 512G SSD, Windows 10 Pro 64 Bit-Multi-Language Supports English/Spanish/French (Renewed)",$201.00,$211.95,255 ratings,4.3 out of 5 stars,https://m.media-amazon.com/images/I/61p7+Dm0ZcL._AC_SL1500_.jpg
