,title,new_price,list_price,rating,rating_count,img_url
88,"Logitech M720 Triathlon Multi-Device Wireless Mouse, Bluetooth, USB Unifying Receiver, 1000 DPI, 8 Buttons, 2-Year Battery, Compatible with Laptop, PC, Mac, iPadOS - Black",$34.00,$39.99,"15,687 ratings",4.6 out of 5 stars,https://m.media-amazon.com/images/I/51pMqozCpML._AC_SL1500_.jpg
89,"Logitech M170 Wireless Mouse, 2.4 GHz with USB Mini Receiver, Optical Tracking, 12-Months Battery Life, Ambidextrous PC/Mac/Laptop - Black",N/A,N/A,"33,626 ratings",4.5 out of 5 stars,https://m.media-amazon.com/images/I/51p1FOjU-lL._AC_SL1500_.jpg
90,"Canon PG-245 Compatible to MG2525,MG3020,TR4520/4522,TS202,TS302,TS3120/3122,TS3320/3322 Printers",N/A,N/A,"44,744 ratings",4.7 out of 5 stars,https://m.media-amazon.com/images/I/51-KZS78erL._AC_SL1000_.jpg
91,"Amazon Basics ABS USB-A to Lightning Cable Cord, MFi Certified Charger for Apple iPhone 14 13 12 11 X Xs Pro, Pro Max, Plus, iPad, White, 6-Ft",N/A,N/A,"62,473 ratings",4.6 out of 5 stars,https://m.media-amazon.com/images/I/515hqvoNvlL._AC_SL1302_.jpg
92,"Syntech USB C Female to USB Male Adapter Pack of 3 [Aluminum Shell, High Stability] Type C Charger Cable Power Converter Compatible with iPhone 14 Plus Pro Apple Watch Series 8 AirPods CarPlay, etc.",$8.99,$12.99,"42,541 ratings",4.6 out of 5 stars,https://m.media-amazon.com/images/I/81f0xKVMHoL._AC_SL1500_.jpg
93,"Amazon Basics HDMI to DVI Adapter Cable, Black, 6 Feet, 1-Pack",$4.74,$4.74,"78,246 ratings",4.7 out of 5 stars,https://m.media-amazon.com/images/I/711lDrVDlpL._AC_SL1494_.jpg
94,"TECKNET Wireless Mouse, 2.4G Ergonomic Optical Mouse with USB Nano Receiver for Laptop, PC, Computer, Chromebook, Notebook, 6 Buttons, 24 Months Battery Life, 2600 DPI, 5 Adjustment Levels",$10.99,$19.99,"50,904 ratings",4.5 out of 5 stars,https://m.media-amazon.com/images/I/61tk-+W5dzL._AC_SL1500_.jpg
95,"Logitech Mouse Pad - Studio Series, Computer Mouse Mat with Anti-Slip Rubber Base, Easy Gliding, Spill-Resistant Surface, Durable Materials, Portable, in a Fresh Modern Design, Graphite",N/A,N/A,"3,728 ratings",4.7 out of 5 stars,https://m.media-amazon.com/images/I/81WQsjtppYL._AC_SL1500_.jpg
96,"Anker 333 USB C to USB C Cable (6ft 100W, 2-Pack), USB 2.0 Type C Charging Cable Fast Charge for MacBook Pro 2020, iPad Pro 2020, iPad Air 4, Samsung Galaxy S21, Pixel, Switch, LG, and More (Black)",N/A,N/A,"7,069 ratings",4.7 out of 5 stars,https://m.media-amazon.com/images/I/81NNdgl36mL._AC_SL1500_.jpg
97,Amazon Basics Gel Computer Mouse Pad with Wrist Support Rest - Black,N/A,N/A,"26,037 ratings",4.6 out of 5 stars,https://m.media-amazon.com/images/I/71mbxPIMl1S._AC_SL1500_.jpg
98,"Cat8 Ethernet Cable, Outdoor&Indoor, 6FT Heavy Duty High Speed 26AWG Cat8 LAN Network Cable 40Gbps, 2000Mhz with Gold Plated RJ45 Connector, Weatherproof S/FTP UV Resistant for Router/Gaming/Modem",N/A,N/A,"53,289 ratings",4.7 out of 5 stars,https://m.media-amazon.com/images/I/611BhwbmZWL._SL1200_.jpg
99,USB C to Lightning Cable 3Pack 6 FT Apple MFi Certified iPhone Fast Charger Type c to Lightning Cable Nylon Braided iPhone Cord for iPhone 13 12 11 Pro Max Xr Xs 8 7 6 Plus and More,$11.99,$22.69,"1,729 ratings",4.6 out of 5 stars,https://m.media-amazon.com/images/I/81KPQ1tKcfL._SL1500_.jpg
