asin_id,title,new_price,list_price,rating,rating_count,img_url
B00L1G7K50,"Original HP 62 Black Ink Cartridge | Works with HP ENVY 5540, 5640, 5660, 7640 Series, HP OfficeJet 5740, 8040 Series, HP OfficeJet Mobile 200, 250 Series | Eligible for Instant Ink | C2P04AN",N/A,N/A,"27,853 ratings",4.7 out of 5 stars,https://m.media-amazon.com/images/I/71f50s2ZkRL._AC_SL1500_.jpg
B075X7TFY5,"Brother Genuine Standard Yield Toner Cartridge, TN730, Replacement Black Toner, Page Yield Up To 1,200 Pages, Amazon Dash Replenishment Cartridge,1 Pack",N/A,N/A,"11,369 ratings",4.7 out of 5 stars,https://m.media-amazon.com/images/I/7197bPYLO4L._AC_SL1500_.jpg
B0BG5N2BP1,USB C to Lightning Cable 3Pack 6 FT Apple MFi Certified iPhone Fast Charger Type c to Lightning Cable Nylon Braided iPhone Cord for iPhone 13 12 11 Pro Max Xr Xs 8 7 6 Plus and More,N/A,N/A,"1,733 ratings",4.6 out of 5 stars,https://m.media-amazon.com/images/I/81KPQ1tKcfL._SL1500_.jpg
B00E58RQ4Q,"Canon PG-245 Compatible to MG2525,MG3020,TR4520/4522,TS202,TS302,TS3120/3122,TS3320/3322 Printers",N/A,N/A,"44,745 ratings",4.7 out of 5 stars,https://m.media-amazon.com/images/I/51-KZS78erL._AC_SL1000_.jpg
B07DVCGX7G,"MROCO Ergonomic Mouse Pad with Wrist Support Gel Mouse Pad with Wrist Rest, Comfortable Computer Mouse Pad for Laptop, Pain Relief Mousepad with Non-slip PU Base for Office & Home, 9.4 x 8.1 in, Black",N/A,N/A,"20,147 ratings",4.7 out of 5 stars,https://m.media-amazon.com/images/I/810BRQazsqL._AC_SL1500_.jpg
B074L9L5KZ,"Logitech M170 Wireless Mouse, 2.4 GHz with USB Mini Receiver, Optical Tracking, 12-Months Battery Life, Ambidextrous PC/Mac/Laptop - Black",N/A,N/A,"33,628 ratings",4.5 out of 5 stars,https://m.media-amazon.com/images/I/51p1FOjU-lL._AC_SL1500_.jpg
B01BYKEEFQ,"Original HP 902 Cyan, Magenta, Yellow Ink Cartridges (3-pack) | Works with HP OfficeJet 6950, 6960 Series, HP OfficeJet Pro 6960, 6970 Series | Eligible for Instant Ink | T0A38AN",N/A,N/A,"17,613 ratings",4.6 out of 5 stars,https://m.media-amazon.com/images/I/71t7WIpfxyL._AC_SL1500_.jpg
B085VT1VJT,"Syntech USB C Female to USB Male Adapter Pack of 3 [Aluminum Shell, High Stability] Type C Charger Cable Power Converter Compatible with iPhone 14 Plus Pro Apple Watch Series 8 AirPods CarPlay, etc.",N/A,N/A,"42,541 ratings",4.6 out of 5 stars,https://m.media-amazon.com/images/I/81f0xKVMHoL._AC_SL1500_.jpg
B0722C491T,"Original HP 64XL Tri-color High-yield Ink Cartridge | Works with HP ENVY Inspire 7950e; ENVY Photo 6200, 7100, 7800; Tango Series | Eligible for Instant Ink | N9J91AN",N/A,N/A,"15,446 ratings",4.7 out of 5 stars,https://m.media-amazon.com/images/I/716oBYwjCyS._AC_SL1500_.jpg
B00QXT5T3U,"Logitech MK345 Wireless Combo Full-Sized Keyboard with Palm Rest and Comfortable Right-Handed Mouse, 2.4 GHz Wireless USB Receiver, Compatible with PC, Laptop",N/A,N/A,"34,619 ratings",4.5 out of 5 stars,https://m.media-amazon.com/images/I/61S0sV1a57L._AC_SL1500_.jpg
B07LF72431,"Elebase USB to USB C Adapter 4 Pack,Type C Female to A Male Charger Converter for Apple Watch Ultra iWatch 8 7,iPhone 14 13 12 11 Pro Plus Max,Airpods,iPad 9 10 Air 5 Mini 6,Samsung Galaxy S21 S22 S23",$7.99,$7.99,"25,836 ratings",4.6 out of 5 stars,https://m.media-amazon.com/images/I/61wvAxhOCRL._AC_SL1200_.jpg
B08Y999HBF,"Canon PG-275/CL-276 Multi Pack, Compatible to PIXMA TS3520, TS3522 and TR4720 Printers",N/A,N/A,"6,336 ratings",4.6 out of 5 stars,https://m.media-amazon.com/images/I/71Ws7eTIeeS._AC_SL1500_.jpg
B09DV56338,"Logitech Mouse Pad - Studio Series, Computer Mouse Mat with Anti-Slip Rubber Base, Easy Gliding, Spill-Resistant Surface, Durable Materials, Portable, in a Fresh Modern Design, Graphite",N/A,N/A,"3,728 ratings",4.7 out of 5 stars,https://m.media-amazon.com/images/I/81WQsjtppYL._AC_SL1500_.jpg
B09G5TSGXV,"iPhone Charger Lightning Cable,2 Pack Apple MFi Certified USB iPhone Fast Chargering Cord,Data Sync Transfer for 13/12/11 Pro Max Xs X XR 8 7 6 5 5s iPad iPod More Model Cell Phone Cables",N/A,N/A,"3,547 ratings",4.5 out of 5 stars,https://m.media-amazon.com/images/I/610-S24E0qL._AC_SL1500_.jpg
B087Z6LSHW,"Logitech M720 Triathlon Multi-Device Wireless Mouse, Bluetooth, USB Unifying Receiver, 1000 DPI, 8 Buttons, 2-Year Battery, Compatible with Laptop, PC, Mac, iPadOS - Black",$34.99,$34.99,"15,689 ratings",4.6 out of 5 stars,https://m.media-amazon.com/images/I/51pMqozCpML._AC_SL1500_.jpg
B09JW2194D,"iPhone Charger, 3 Packs 10FT 90 Degree Charging Cable MFi Certified USB Lightning Cable Nylon Braided Fast Charging Cord Compatible for iPhone 14/13/12/11/X/Max/8/7/6/6S/5/5S/SE/Plus/iPad (10FT)",N/A,N/A,"10,553 ratings",4.3 out of 5 stars,https://m.media-amazon.com/images/I/61a1wF966cL._AC_SL1000_.jpg
B09LCJPZ1P,"Anker 333 USB C to USB C Cable (6ft 100W, 2-Pack), USB 2.0 Type C Charging Cable Fast Charge for MacBook Pro 2020, iPad Pro 2020, iPad Air 4, Samsung Galaxy S21, Pixel, Switch, LG, and More (Black)",$17.73,$17.73,"7,069 ratings",4.7 out of 5 stars,https://m.media-amazon.com/images/I/81NNdgl36mL._AC_SL1500_.jpg
B07CRG94G3,"Seagate Portable 2TB External Hard Drive HDD — USB 3.0 for PC, Mac, PlayStation, & Xbox -1-Year Rescue Service (STGX2000400)",$61.99,$66.74,"236,558 ratings",4.7 out of 5 stars,https://m.media-amazon.com/images/I/81tjLksKixL._AC_SL1500_.jpg
B07MJW5BXZ,"Gotega External DVD Drive, USB 3.0 Portable CD/DVD +/-RW Drive/DVD Player for Laptop CD ROM Burner Compatible with Laptop Desktop PC Windows Linux OS Apple Mac Black",$18.76,$18.76,"44,559 ratings",4.3 out of 5 stars,https://m.media-amazon.com/images/I/61FN+08I9PL._AC_SL1500_.jpg
B0795DP124,"ARCTIC MX-4 (incl. Spatula, 4 g) - Premium Performance Thermal Paste for all processors (CPU, GPU - PC, PS4, XBOX), very high thermal conductivity, long durability, safe application, non-conductive",$8.99,$8.99,"47,974 ratings",4.8 out of 5 stars,https://m.media-amazon.com/images/I/61fpmJ4k5aL._AC_SL1500_.jpg
B08HN37XC1,"SanDisk 2TB Extreme Portable SSD - Up to 1050MB/s - USB-C, USB 3.2 Gen 2 - External Solid State Drive - SDSSDE61-2T00-G25",$149.99,$459.99,"37,193 ratings",4.7 out of 5 stars,https://m.media-amazon.com/images/I/71cxm1e19BL._AC_SL1500_.jpg
B07MFZXR1B,"Samsung 970 EVO Plus SSD 2TB NVMe M.2 Internal Solid State Hard Drive, V-NAND Technology, Storage and Memory Expansion for Gaming, Graphics w/ Heat Control, Max Speed, MZ-V7S2T0B/AM",$153.90,$499.99,"46,083 ratings",4.8 out of 5 stars,https://m.media-amazon.com/images/I/51Brl+iYtvL._AC_SL1001_.jpg
B07CRG7BBH,"Seagate Portable 1TB External Hard Drive HDD – USB 3.0 for PC, Mac, PlayStation, & Xbox, 1-Year Rescue Service (STGX1000400) , Black",$49.99,$49.99,"236,558 ratings",4.7 out of 5 stars,https://m.media-amazon.com/images/I/81tjLksKixL._AC_SL1500_.jpg
B07VS8QCXC,"Seagate Portable 5TB External Hard Drive HDD – USB 3.0 for PC, Mac, PS4, & Xbox - 1-Year Rescue Service (STGX5000400), Black",$104.99,$114.99,"236,558 ratings",4.7 out of 5 stars,https://m.media-amazon.com/images/I/61I6kB2sD6L._AC_SL1468_.jpg
B07MFZY2F2,"SAMSUNG 970 EVO Plus SSD 1TB NVMe M.2 Internal Solid State Hard Drive, V-NAND Technology, Storage and Memory Expansion for Gaming, Graphics w/ Heat Control, Max Speed, MZ-V7S1T0B/AM",$79.99,$99.99,"46,083 ratings",4.8 out of 5 stars,https://m.media-amazon.com/images/I/71OYNmVRFhL._AC_SL1500_.jpg
B08QBJ2YMG,"SAMSUNG 870 EVO SATA III SSD 1TB 2.5” Internal Solid State Drive, Upgrade PC or Laptop Memory and Storage for IT Pros, Creators, Everyday Users, MZ-77E1T0B/AM",$79.99,$89.99,"25,960 ratings",4.8 out of 5 stars,https://m.media-amazon.com/images/I/911ujeCkGfL._AC_SL1500_.jpg
B08RK2SR23,"SAMSUNG 980 PRO SSD 2TB PCIe NVMe Gen 4 Gaming M.2 Internal Solid State Drive Memory Card, Maximum Speed, Thermal Control, MZ-V8P2T0B",$189.99,$379.99,"22,530 ratings",4.8 out of 5 stars,https://m.media-amazon.com/images/I/71KeDAkw+0L._AC_SL1500_.jpg
B08GTYFC37,"SanDisk 1TB Extreme Portable SSD - Up to 1050MB/s - USB-C, USB 3.2 Gen 2 - External Solid State Drive - SDSSDE61-1T00-G25",$99.99,$249.99,"37,193 ratings",4.7 out of 5 stars,https://m.media-amazon.com/images/I/71wtYi+0t0L._AC_SL1500_.jpg
B08QB93S6R,SAMSUNG Electronics 870 EVO 2TB 2.5 Inch SATA III Internal SSD (MZ-77E2T0B/AM),$144.99,$259.99,"25,960 ratings",4.8 out of 5 stars,https://m.media-amazon.com/images/I/911ujeCkGfL._AC_SL1500_.jpg
B0143UM4TC,Corsair Vengeance LPX 16GB (2x8GB) DDR4 DRAM 3200MHz C16 Desktop Memory Kit - Black (CMK16GX4M2B3200C16),$46.99,$65.99,"75,321 ratings",4.8 out of 5 stars,https://m.media-amazon.com/images/I/41a2jzudKtL._AC_SL1006_.jpg
B079D3D8NR,"Toshiba Canvio Basics 2TB Portable External Hard Drive USB 3.0, Black - HDTB420XK3AA",$69.82,$69.82,"62,252 ratings",4.7 out of 5 stars,https://m.media-amazon.com/images/I/910A6B1Sa4L._AC_SL1500_.jpg
B0874XN4D8,"SAMSUNG SSD T7 Portable External Solid State Drive 1TB, Up to 1050MB/s, USB 3.2 Gen 2, Reliable Storage for Gaming, Students, Professionals, MU-PC1T0T/AM, Gray",$99.99,$139.99,"22,589 ratings",4.8 out of 5 stars,https://m.media-amazon.com/images/I/91YfRIy7kYL._AC_SL1500_.jpg
B09HKDQ1RN,"Western Digital 1TB WD Blue SN570 NVMe Internal Solid State Drive SSD - Gen3 x4 PCIe 8Gb/s, M.2 2280, Up to 3,500 MB/s - WDS100T3B0C",$57.99,$109.99,"9,706 ratings",4.8 out of 5 stars,https://m.media-amazon.com/images/I/61a+U9YhovL._AC_SL1500_.jpg
B09ZYQ84CM,"Western Digital 1TB WD Blue SA510 SATA Internal Solid State Drive SSD - SATA III 6 Gb/s, 2.5""/7mm, Up to 560 MB/s - WDS100T3B0A",$59.99,$99.99,"41,194 ratings",4.8 out of 5 stars,https://m.media-amazon.com/images/I/71HpqY5AJLL._AC_SL1500_.jpg
B08RSML1B8,"SanDisk 2TB Portable SSD - Up to 520MB/s, USB-C, USB 3.2 Gen 2 - SDSSDE30-2T00-G25",$139.99,$269.99,"3,800 ratings",4.6 out of 5 stars,https://m.media-amazon.com/images/I/51f+FaPiIKL._AC_SL1002_.jpg
B07DLRG9VH,External CD Drive USB 3.0 Portable CD DVD +/-RW Drive DVD/CD ROM Rewriter Burner Writer Compatible with Laptop Desktop PC Windows Mac Pro MacBook,N/A,N/A,"33,197 ratings",4.3 out of 5 stars,https://m.media-amazon.com/images/I/6119b01xtTL._AC_SL1500_.jpg
B09QV692XY,"WD_BLACK 1TB SN770 NVMe Internal Gaming SSD Solid State Drive - Gen4 PCIe, M.2 2280, Up to 5,150 MB/s - WDS100T3X0E",$69.99,$129.99,"3,072 ratings",4.8 out of 5 stars,https://m.media-amazon.com/images/I/51vNa5DEr4L._AC_SL1100_.jpg
B08QBMD6P4,"SAMSUNG 870 EVO SATA SSD 500GB 2.5” Internal Solid State Drive, Upgrade PC or Laptop Memory and Storage for IT Pros, Creators, Everyday Users, MZ-77E500B/AM",$49.99,$59.99,"25,960 ratings",4.8 out of 5 stars,https://m.media-amazon.com/images/I/911ujeCkGfL._AC_SL1500_.jpg
B06W55K9N6,"WD 2TB Elements Portable HDD, External Hard Drive, USB 3.0 for PC & Mac, Plug and Play Ready - WDBU6Y0020BBK-WESN",$61.99,$61.99,"126,447 ratings",4.7 out of 5 stars,https://m.media-amazon.com/images/I/41fJs1xw6bL._AC_SL1080_.jpg
B01N0TQPQB,"Kingston 480GB A400 SATA 3 2.5"" Internal SSD SA400S37/480G - HDD Replacement for Increase Performance",$25.99,$32.99,"183,743 ratings",4.8 out of 5 stars,https://m.media-amazon.com/images/I/91RL+MhTWbL._AC_SL1500_.jpg
B08C7BGV3D,Corsair 4000D Airflow Tempered Glass Mid-Tower ATX PC Case - Black,$94.99,$104.99,"9,876 ratings",4.8 out of 5 stars,https://m.media-amazon.com/images/I/81hL4tPkXZL._AC_SL1500_.jpg
B07ZPLM1R1,Corsair Vengeance LPX 32GB (2 X 16GB) DDR4 3600 (PC4-28800) C18 1.35V Desktop Memory - Black,$82.99,$117.99,"75,321 ratings",4.8 out of 5 stars,https://m.media-amazon.com/images/I/51DmAKBhmxL._AC_SL1200_.jpg
B01N5IB20Q,"Kingston 240GB A400 SATA 3 2.5"" Internal SSD SA400S37/240G - HDD Replacement for Increase Performance",$17.99,$21.99,"183,743 ratings",4.8 out of 5 stars,https://m.media-amazon.com/images/I/91RL+MhTWbL._AC_SL1500_.jpg
B08V83JZH4,"SAMSUNG 980 SSD 1TB PCle 3.0x4, NVMe M.2 2280, Internal Solid State Drive, Storage for PC, Laptops, Gaming and More, HMB Technology, Intelligent Turbowrite, Speeds of up-to 3,500MB/s, MZ-V8V1T0B/AM",$97.21,$97.21,"15,915 ratings",4.8 out of 5 stars,https://m.media-amazon.com/images/I/715OCunnZfL._AC_SL1500_.jpg
B08166SLDF,"AMD Ryzen 5 5600X 6-core, 12-Thread Unlocked Desktop Processor with Wraith Stealth Cooler",$166.00,$309.00,"18,778 ratings",4.8 out of 5 stars,https://m.media-amazon.com/images/I/61vGQNUEsGL._AC_SL1384_.jpg
B07RW6Z692,"Corsair Vengeance LPX 32GB (2X16GB) DDR4 3200 (PC4-25600) C16 1.35V Desktop Memory - Black, 2 count (pack of 1)",$83.99,$114.99,"75,321 ratings",4.8 out of 5 stars,https://m.media-amazon.com/images/I/518T3hrUY4L._AC_SL1200_.jpg
B07H2RR55Q,Seagate BarraCuda 2TB Internal Hard Drive HDD – 3.5 Inch SATA 6Gb/s 7200 RPM 256MB Cache – Frustration Free Packaging (ST2000DM008/ST2000DMZ08),$49.99,$58.99,"101,716 ratings",4.7 out of 5 stars,https://m.media-amazon.com/images/I/71Czt9ypIbL._AC_SL1500_.jpg
B07CG2PGY6,"Noctua NF-P12 redux-1700 PWM, High Performance Cooling Fan, 4-Pin, 1700 RPM (120mm, Grey)",N/A,N/A,"14,710 ratings",4.8 out of 5 stars,https://m.media-amazon.com/images/I/81ZUUX5VZsL._AC_SL1500_.jpg
B07CRGSR16,"Seagate Portable 4TB External Hard Drive HDD – USB 3.0 for PC, Mac, Xbox, & PlayStation - 1-Year Rescue Service (STGX4000400)",$99.99,$99.99,"236,558 ratings",4.7 out of 5 stars,https://m.media-amazon.com/images/I/71iIr9koTGL._AC_SL1500_.jpg
B07YD579WM,"Crucial BX500 1TB 3D NAND SATA 2.5-Inch Internal SSD, up to 540MB/s - CT1000BX500SSD1",$52.99,$89.99,"94,938 ratings",4.8 out of 5 stars,https://m.media-amazon.com/images/I/61dPLkN4poL._AC_SL1050_.jpg
B078211KBB,"Crucial MX500 1TB 3D NAND SATA 2.5 Inch Internal SSD, up to 560MB/s - CT1000MX500SSD1",$69.99,$99.99,"83,281 ratings",4.8 out of 5 stars,https://m.media-amazon.com/images/I/81rg-38AdJL._AC_SL1500_.jpg
B09JHKSNNG,"SAMSUNG 980 PRO SSD with Heatsink 2TB PCIe Gen 4 NVMe M.2 Internal Solid State Drive, Heat Control, Max Speed, PS5 Compatible, MZ-V8P2T0CW",$199.90,$199.90,"22,530 ratings",4.8 out of 5 stars,https://m.media-amazon.com/images/I/81L3oXKJFFL._AC_SL1500_.jpg
B08C511GQH,Crucial RAM 16GB DDR4 3200MHz CL22 (or 2933MHz or 2666MHz) Laptop Memory CT16G4SFRA32A,$41.99,$55.99,"21,769 ratings",4.8 out of 5 stars,https://m.media-amazon.com/images/I/71oz85Vv6mL._AC_SL1500_.jpg
B011F7W3LU,"Thermal Grizzly Kryonaut The High Performance Thermal Paste for Cooling All Processors, Graphics Cards and Heat Sinks in Computers and Consoles (1 Gram)",N/A,N/A,"41,759 ratings",4.8 out of 5 stars,https://m.media-amazon.com/images/I/411-MigJxfL._AC_SL1080_.jpg
B0B7CKZGN6,"WD_BLACK 2TB SN850X NVMe Internal Gaming SSD Solid State Drive with Heatsink - Works with Playstation 5, Gen4 PCIe, M.2 2280, Up to 7,300 MB/s - WDS200T2XHE",$199.99,$309.99,"11,961 ratings",4.8 out of 5 stars,https://m.media-amazon.com/images/I/71IZKPoBjOL._AC_SL1500_.jpg
B07KQ1T158,"Corsair TM30 Performance Thermal Paste | Ultra-Low Thermal Impedance CPU/GPU | 3 Grams|w/applicator, silver",$7.99,$7.99,"17,468 ratings",4.7 out of 5 stars,https://m.media-amazon.com/images/I/71PTBvDl23L._SL1500_.jpg
B07X41PWTY,"WD 5TB Elements Portable HDD, External Hard Drive, USB 3.0 for PC & Mac, Plug and Play Ready - WDBU6Y0050BBK-WESN",$113.54,$129.99,"126,447 ratings",4.7 out of 5 stars,https://m.media-amazon.com/images/I/61nnnmUQI5L._AC_SL1500_.jpg
B084JPFKQ5,"TP-Link AC1200 PCIe WiFi Card for PC (Archer T5E) - Bluetooth 4.2, Dual Band Wireless Network Card (2.4Ghz and 5Ghz) for Gaming, Streaming, Supports Windows 11/10, 8.1, 8, 7 (32/64-bit)",$29.99,$39.99,"7,678 ratings",4.6 out of 5 stars,https://m.media-amazon.com/images/I/415xhbxm8aL._AC_SL1000_.jpg
B08GLX7TNT,"SAMSUNG 980 PRO SSD 1TB PCIe 4.0 NVMe Gen 4 Gaming M.2 Internal Solid State Drive Memory Card, Maximum Speed, Thermal Control, MZ-V8P1T0B",$129.99,$209.99,"22,530 ratings",4.8 out of 5 stars,https://m.media-amazon.com/images/I/713h+shZfQL._AC_SL1500_.jpg
B07L9BDY3T,"ARCTIC MX-4 (4 g) - Premium Performance Thermal Paste for all processors (CPU, GPU - PC, PS4, XBOX), very high thermal conductivity, long durability, safe application, non-conductive, non-capacitive",$6.99,$8.99,"64,191 ratings",4.8 out of 5 stars,https://m.media-amazon.com/images/I/61j5yphfhXL._AC_SL1500_.jpg
B08SQRF8MJ,Corsair Vengeance RGB Pro SL 32GB (2x16GB) DDR4 3600 (PC4-28800) C18 1.35V Desktop Memory - White (CMH32GX4M2D3600C18W),$94.99,$134.99,"1,322 ratings",4.8 out of 5 stars,https://m.media-amazon.com/images/I/71DkL7k9yjL._AC_SL1500_.jpg
B07VTFN6HM,"WD 2TB My Passport Portable External Hard Drive with backup software and password protection, Black - WDBYVG0020BBK-WESN",$52.86,$79.99,"77,620 ratings",4.6 out of 5 stars,https://m.media-amazon.com/images/I/418I1gX3FFL._AC_SL1080_.jpg
B0B25LQQPC,"Crucial P3 500GB PCIe Gen3 3D NAND NVMe M.2 SSD, up to 3500MB/s - CT500P3SSD8",$36.99,$49.99,"2,735 ratings",4.7 out of 5 stars,https://m.media-amazon.com/images/I/51XuNS7R-lL._AC_SL1500_.jpg
B01D8KOZF4,ELEGOO UNO Project Super Starter Kit with Tutorial and UNO R3 Compatible with Arduino IDE,N/A,N/A,"13,043 ratings",4.7 out of 5 stars,https://m.media-amazon.com/images/I/81itBMd1hzL._SL1500_.jpg
B07VNTFHD5,"WD_BLACK 5TB P10 Game Drive - Portable External Hard Drive HDD, Compatible with Playstation, Xbox, PC, & Mac - WDBA3A0050BBK-WESN",$119.99,$149.99,"30,849 ratings",4.7 out of 5 stars,https://m.media-amazon.com/images/I/91nz8ViqVLL._AC_SL1500_.jpg
B09VCHQHZ6,"AMD Ryzen™ 7 5700X 8-Core, 16-Thread Unlocked Desktop Processor",$189.00,$299.00,"1,533 ratings",4.8 out of 5 stars,https://m.media-amazon.com/images/I/51V90kcYatL._AC_SL1073_.jpg
B08C4Z69LN,Crucial RAM 8GB DDR4 3200MHz CL22 (or 2933MHz or 2666MHz) Laptop Memory CT8G4SFRA32A,$21.99,$27.99,"21,769 ratings",4.8 out of 5 stars,https://m.media-amazon.com/images/I/71exOjbZWiL._AC_SL1280_.jpg
B0B7CMZ3QH,"WD_BLACK 2TB SN850X NVMe Internal Gaming SSD Solid State Drive - Gen4 PCIe, M.2 2280, Up to 7,300 MB/s - WDS200T2X0E",$179.99,$289.99,"11,961 ratings",4.8 out of 5 stars,https://m.media-amazon.com/images/I/61u-w0nMDTL._AC_SL1500_.jpg
B0BCF54SR1,"Intel Core i9-13900K Desktop Processor 24 cores (8 P-cores + 16 E-cores) 36M Cache, up to 5.8 GHz",$589.13,$629.99,166 ratings,4.6 out of 5 stars,https://m.media-amazon.com/images/I/61uI+orDOZL._AC_SL1500_.jpg
B092L9GF5N,AMD Ryzen 5 5600G 6-Core 12-Thread Unlocked Desktop Processor with Radeon Graphics,N/A,N/A,"9,974 ratings",4.8 out of 5 stars,https://m.media-amazon.com/images/I/51f2hkWjTlL._AC_SL1200_.jpg
B0B4SWQ39Y,"WD_BLACK 2TB SN850 NVMe SSD for PS5 Consoles Solid State Drive with Heatsink - Gen4 PCIe, M.2 2280, Up to 7,000 MB/s - WDBBKW0020BBK-WRSN",$219.99,$299.99,"1,047 ratings",4.8 out of 5 stars,https://m.media-amazon.com/images/I/61kZjFZRlYL._AC_SL1448_.jpg
B01EV70C78,"ELEGOO 120pcs Multicolored Dupont Wire 40pin Male to Female, 40pin Male to Male, 40pin Female to Female Breadboard Jumper Wires Ribbon Cables Kit Compatible with Arduino Projects",N/A,N/A,"10,194 ratings",4.7 out of 5 stars,https://m.media-amazon.com/images/I/81lyrrBqMIL._AC_SL1500_.jpg
B096SQK922,External DVD Drive USB 3.0 Type-C CD Burner Portable CD DVD +/-RW Drive DVD Player for Laptop CD ROM Rewriter Burner Compatible with Laptop Desktop PC Windows MacBook Mac Linux Mac OS,N/A,N/A,"4,745 ratings",4.2 out of 5 stars,https://m.media-amazon.com/images/I/71DV53wvnBL._AC_SL1500_.jpg
B09NCNF2ZQ,CORSAIR Vengeance DDR5 32GB (2x16GB) DDR5 5600 (PC5-44800) C36 1.25V Intel XMP Memory - Black,$129.99,$224.99,527 ratings,4.8 out of 5 stars,https://m.media-amazon.com/images/I/71W0l9URZOL._AC_SL1500_.jpg
B014W3EM2W,"Thermaltake Smart 500W 80+ White Certified PSU, Continuous Power with 120mm Ultra Quiet Cooling Fan, ATX 12V V2.3/EPS 12V Active PFC Power Supply PS-SPD-0500NPCWUS-W",$34.99,$44.99,"18,933 ratings",4.6 out of 5 stars,https://m.media-amazon.com/images/I/71Skecnsn-L._AC_SL1500_.jpg
B091J3NYVF,"AMD Ryzen 7 5700G 8-Core, 16-Thread Unlocked Desktop Processor with Radeon Graphics",$178.00,$359.00,"3,760 ratings",4.8 out of 5 stars,https://m.media-amazon.com/images/I/51D3DrDmwkL._AC_SL1000_.jpg
B09VCJ2SHD,"AMD Ryzen™ 7 5800X3D 8-core, 16-Thread Desktop Processor with AMD 3D V-Cache™ Technology",$323.00,$449.00,"1,222 ratings",4.8 out of 5 stars,https://m.media-amazon.com/images/I/61Kq99IRdcL._AC_SL1000_.jpg
B0713WPGLL,"WD 4TB Elements Portable HDD, External Hard Drive, USB 3.0 for PC & Mac, Plug and Play Ready - ‎WDBU6Y0040BBK-WESN",$99.99,$139.99,"126,447 ratings",4.7 out of 5 stars,https://m.media-amazon.com/images/I/41fJs1xw6bL._AC_SL1080_.jpg
B08R5JPTMZ,"Corsair RMx Series (2021), RM850x, 850 Watt, GOLD, Fully Modular Power Supply (CP-9020200-NA)",$149.99,$149.99,"4,243 ratings",4.7 out of 5 stars,https://m.media-amazon.com/images/I/81k55rfk1iL._AC_SL1500_.jpg
B08W8DGK3X,"ZOTAC Gaming GeForce RTX 3060 Twin Edge OC 12GB GDDR6 192-bit 15 Gbps PCIE 4.0 Graphics Card, IceStorm 2.0 Cooling, Active Fan Control, Freeze Fan Stop ZT-A30600H-10M",$358.59,$399.99,"2,450 ratings",4.6 out of 5 stars,https://m.media-amazon.com/images/I/7156DLyUsYL._AC_SL1500_.jpg
B09V1KJ3J4,"Elgato HD60 X External Capture Card - Stream and record in 1080p60 HDR10 or 4K30 HDR10 with ultra-low latency on PS5, PS4/Pro, Xbox Series X/S, Xbox One X/S, in OBS and more, works with PC and Mac",$179.49,$199.99,"3,938 ratings",4.6 out of 5 stars,https://m.media-amazon.com/images/I/51M6As4xKlL._AC_SL1000_.jpg
B002CQU14A,"Noctua NT-H1 3.5g, Pro-Grade Thermal Compound Paste (3.5g)",$10.99,$10.99,"25,905 ratings",4.8 out of 5 stars,https://m.media-amazon.com/images/I/7166oBCV+PL._AC_SL1500_.jpg
B09QV5KJHV,"WD_BLACK 2TB SN770 NVMe Internal Gaming SSD Solid State Drive - Gen4 PCIe, M.2 2280, Up to 5,150 MB/s - WDS200T3X0E",$134.99,$149.99,"3,072 ratings",4.8 out of 5 stars,https://m.media-amazon.com/images/I/71Sr1zjPhwL._AC_SL1500_.jpg
B09ZYPTXS4,"Western Digital 500GB WD Blue SA510 SATA Internal Solid State Drive SSD - SATA III 6 Gb/s, 2.5""/7mm, Up to 560 MB/s - WDS500G3B0A",$39.99,$74.99,"41,194 ratings",4.8 out of 5 stars,https://m.media-amazon.com/images/I/71HpqY5AJLL._AC_SL1500_.jpg
B0874XWW23,"SAMSUNG T7 2TB, Portable SSD, up to 1050MB/s, USB 3.2 Gen2, Gaming, Students, & Professionals, External Solid State Drive (MU-PC2T0T/AM), Gray",$169.99,$269.99,"22,589 ratings",4.8 out of 5 stars,https://m.media-amazon.com/images/I/91YfRIy7kYL._AC_SL1500_.jpg
B0B7CKVCCV,"WD_BLACK 1TB SN850X NVMe Internal Gaming SSD Solid State Drive - Gen4 PCIe, M.2 2280, Up to 7,300 MB/s - WDS100T2X0E",$99.99,$159.99,"11,961 ratings",4.8 out of 5 stars,https://m.media-amazon.com/images/I/61u-w0nMDTL._AC_SL1500_.jpg
B09FPJL1KY,"nkomax Graphics Card GPU Brace Support, Video Card Sag Holder Bracket, GPU Stand, L",N/A,N/A,"1,227 ratings",4.7 out of 5 stars,https://m.media-amazon.com/images/I/312BAnEbBmL._AC_SL1100_.jpg
B00IRV005E,"LaCie Rugged Mini 2TB External Hard Drive Portable HDD - USB 3.0 / 2.0 Compatible, Drop Shock Dust Rain Resistant Shuttle Drive, For Mac And PC Computer (LAC9000298), orange",$99.99,$109.99,"7,122 ratings",4.7 out of 5 stars,https://m.media-amazon.com/images/I/81ZFDGvaGZL._AC_SL1500_.jpg
B003J5JB12,"Crucial MX500 2TB 3D NAND SATA 2.5 Inch Internal SSD, up to 560MB/s - CT2000MX500SSD1",$149.25,$199.99,"83,281 ratings",4.8 out of 5 stars,https://m.media-amazon.com/images/I/81rg-38AdJL._AC_SL1500_.jpg
